Page ID,Page Name,Disclaimer,Amount Spent (USD)
350316025478383,When We All Vote,When We All Vote,109725
7860876103,Joe Biden,BIDEN VICTORY FUND,73787
7860876103,Joe Biden,BIDEN FOR PRESIDENT,72723
153080620724,Donald J. Trump,"DONALD J. TRUMP FOR PRESIDENT, INC.",65785
1204754733024419,People's Power Grab,ACRONYM,40122
12301006942,Democratic Party,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,39039
111201130682281,One North Carolina,Priorities USA Action and SMP. (202) 455-8428. (202) 871-9255. Not authorized by any candidate or candidate's committee.,32552
105966587923160,North Carolina - Register to Vote by October 9,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,28219
103026384819654,How to Vote,ACRONYM,28210
153080620724,Donald J. Trump,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,26863
6815841748,Barack Obama,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,21204
1667638686847579,The Collective PAC,COLLECTIVE FUTURE,20911
24413227922,Kamala Harris,BIDEN FOR PRESIDENT,20335
55549065733,Voto Latino,VOTO LATINO INC.,17435
169597416843751,Stand Up America,Stand Up America,17005
106487520883333,Cardinal & Pine,"Courier Newsroom, Inc.",16980
108824017345866,Facebook,"Facebook, Inc.",16699
108103774350322,We the People 2020,Priorities USA Action and SMP. (202) 455-8428. (202) 871-9255. Not authorized by any candidate or candidate's committee.,16351
104510688080741,"North Carolina: To Be Safe, Vote Early",DSCC,12556
6726182861,Mike Pence,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,12484
1155212867963791,AFP Action,"AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)",10991
20531316728,Facebook App,"Facebook, Inc.",10875
1771156219840594,Team Trump,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,10783
102271454896215,Black Men Vote,BLACK MEN VOTE,9439
367152833370567,Instagram,"Facebook, Inc.",8473
103472678159706,Preserve America PAC,PRESERVE AMERICA PAC,8077
22561081832,NRA Institute for Legislative Action,NRA Victory Fund,7627
101525041616176,Power the Polls,Power The Polls,6824
192013990902459,Roy Cooper,Cooper For North Carolina,6745
162676813937511,Dan Forest,Committee to Elect Dan Forest,6658
195977017513200,New American Jobs Fund,"Paid for by New American Jobs Fund, www.newamericanjobsfund.org, and not authorized by any candidate or candidate’s committee.",6335
104987704684453,Corrupt Thom Tillis,DSCC,5898
289544064711784,Progress North Carolina,Progress North Carolina,5827
110029657470938,American Advancement,"American Advancement, Inc.",5813
571182609571332,NextGen America,NEXTGEN CLIMATE ACTION COMMITTEE,5693
105756057589080,The Lincoln Project,The Lincoln Project,5109
100508871826717,DAGA PLP North Carolina,DAGA People's Lawyer Project NC,5000
706716899745696,Women for Trump,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,4693
309798029121030,Everytown for Gun Safety,Everytown for Gun Safety Action Fund Inc,4618
335637374881,N.C. State Board of Elections,North Carolina State Board of Elections with Facebook Ad Credits,4363
8934429638,Planned Parenthood Action,Planned Parenthood Votes,4019
172298889630363,Republican Attorneys General Association,REPUBLICAN ATTORNEYS GENERAL ASSOCIATION,3913
101183127996396,Four Is Enough,"PACRONYM, PACRONYM.org. Not authorized by any candidate or candidate’s committee.",3879
165987503528599,Lindsey Graham,"TEAM GRAHAM, INC.",3871
127755494595870,Progressive Takeover,PROGRESSIVE TAKEOVER,3849
156968474833352,Stop Republicans,Stop Republicans,3768
280034132055819,WhatsApp,WhatsApp Inc.,3701
1503775703175921,NCPIRG,Story Network Foundation,3669
100556838454730,Trump For North Carolina,"DONALD J. TRUMP FOR PRESIDENT, INC.",3629
1576552839287418,Senate Leadership Fund,Senate Leadership Fund,3488
18957518672,Rock the Vote,Rock The Vote,3472
119193192945,NC House Republicans,North Carolina House Republican Caucus,3374
442159053368561,Women Speak Out PAC,Women Speak Out PAC,3167
50614167032,Spectrum News 1 North Carolina,Spectrum News,3121
115700478533045,Progress North Carolina Action,Progress NC Action,3047
103050098137502,Clueless Cal,NRSC,2964
248833449184369,Boost the News,ACRONYM,2956
1600352356914768,PushBlack,PushBlack,2869
101278694809805,Meme2020,Meme2020,2831
